author_id,content,lead_id,created_at
68902508-bb23-4a05-9658-a7fcb77dc723,,zcrm_480426000002028966,2026-04-29 17:00:39
68902508-bb23-4a05-9658-a7fcb77dc723,sent a msg on 22 nd April for an update . No revert,zcrm_480426000002028976,2026-04-23 09:10:51
68902508-bb23-4a05-9658-a7fcb77dc723,Spoke but she was out somewhere and mentioned that she will call back,zcrm_480426000002028976,2026-04-27 13:06:30
68902508-bb23-4a05-9658-a7fcb77dc723,"<span style=""color:rgb(51, 51, 51);"">Sent her Mother's Day details.</span>",zcrm_480426000002028976,2026-04-29 17:01:01
68902508-bb23-4a05-9658-a7fcb77dc723,Not responding,zcrm_480426000002029273,2026-03-27 11:37:36
68902508-bb23-4a05-9658-a7fcb77dc723,"Jobless Villager from Madnapur, Shahjahanpur- UP<br>Had no idea",zcrm_480426000002029343,2026-03-27 09:20:37
68902508-bb23-4a05-9658-a7fcb77dc723,Does not understand  NOT TARGET,zcrm_480426000002029383,2026-03-27 13:55:26
68902508-bb23-4a05-9658-a7fcb77dc723,Number not legit,zcrm_480426000002037306,2026-03-27 08:18:02
68902508-bb23-4a05-9658-a7fcb77dc723,Mob Switched Off . Seems to be from WB,zcrm_480426000002048264,2026-03-27 08:15:24
68902508-bb23-4a05-9658-a7fcb77dc723,He is a Farmer in Aligarh Distt in UP . No idea how his number came to us,zcrm_480426000002048386,2026-03-27 13:43:32
68902508-bb23-4a05-9658-a7fcb77dc723,Villager - Shahjahanpur - UP. Had no idea how he clicked or about us.NOT TARGET,zcrm_480426000002049676,2026-03-27 13:51:12
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke, he just came to Delhi from Village and has no job.NOT TARGET",zcrm_480426000002052478,2026-03-27 08:28:36
68902508-bb23-4a05-9658-a7fcb77dc723,He is a labour in Gaya Distt- Bihar.Was scrolling mobile.NOT TARGET,zcrm_480426000002052518,2026-03-27 08:50:27
68902508-bb23-4a05-9658-a7fcb77dc723,Incomplete 8 Digit number,zcrm_480426000002052638,2026-03-27 13:44:45
68902508-bb23-4a05-9658-a7fcb77dc723,No temporarily Out of Use.,zcrm_480426000002062291,2026-03-27 13:58:27
68902508-bb23-4a05-9658-a7fcb77dc723,2/04- He messaged to connect to discuss.,zcrm_480426000002123068,2026-04-02 15:32:44
68902508-bb23-4a05-9658-a7fcb77dc723,"Had a long dicussion last evening . He is around 29 years  Musician and was not sure of services , handling requests , etc. He travels for his Shows , Performances and Events . Offered him 6 Months Trial Offer Membership .He will connect in a day or two",zcrm_480426000002123068,2026-04-03 12:39:27
68902508-bb23-4a05-9658-a7fcb77dc723,"On 3rd April - He called to check on some details and is comparing with Amex, he is travelling and will connect around 9 th April . His dad might speak for some queries",zcrm_480426000002123068,2026-04-04 08:04:07
68902508-bb23-4a05-9658-a7fcb77dc723,"He msgd , still considering membership. He will get back in case of any query.............",zcrm_480426000002123068,2026-04-18 08:24:52
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him , he was occupied , he was busy right now as well. Sent him some more info . He suggested to connect around 7.0 pm today",zcrm_480426000002123468,2026-04-15 17:15:42
68902508-bb23-4a05-9658-a7fcb77dc723,Sent a general msg to connect on Sunday- 17 th May<br>He replied being in the US and he will connect after 2 nd June,zcrm_480426000002123922,2026-05-18 08:16:27
68902508-bb23-4a05-9658-a7fcb77dc723,Sent msg for connecting post 2 nd June once he is back from US,zcrm_480426000002123922,2026-05-21 09:48:27
68902508-bb23-4a05-9658-a7fcb77dc723,Blocked him being a Trash Lead,zcrm_480426000002124000,2026-04-02 12:04:32
68902508-bb23-4a05-9658-a7fcb77dc723,He is a Doctor in Amritsar with no Luxury needs . Was just curious . Sent him details and he will get back if he is interested.,zcrm_480426000002160081,2026-03-30 09:39:46
68902508-bb23-4a05-9658-a7fcb77dc723,"No Response , sent details and msg to connect back",zcrm_480426000002160160,2026-03-31 11:24:16
68902508-bb23-4a05-9658-a7fcb77dc723,To try calling him later,zcrm_480426000002160160,2026-03-31 11:28:23
68902508-bb23-4a05-9658-a7fcb77dc723,"He liked the concept and services we offer . He would go through all details shared and will check if they align with his New Business requirement . Looking at Net Working and Net Working Event , to help him grow his Business",zcrm_480426000002160241,2026-04-01 09:32:50
68902508-bb23-4a05-9658-a7fcb77dc723,"Tried calling him but No Answer , Sent msg to connect",zcrm_480426000002160241,2026-04-06 12:00:43
68902508-bb23-4a05-9658-a7fcb77dc723,"No Response ....he called back and discussed . He is 25 yrs from Paschim Vihar , Delhi into Whole Sale Jewellery Business in Karol Bagh . Self made . Stays with his parents . Has 2 PAs and wants 3 rd PA , so that he has 3 PAs of 8 hrs Shift . He is cuurently travelling to Bikaner and will connect post 3 rd April when back in Delhi. <br>He wants a Special / VIP Darshan at Mahakal , Ujjain. Told him for Membership . He will get back",zcrm_480426000002181357,2026-03-31 11:58:11
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him , he did not get a chance to look at all details shared , may look at during this weekend and will suggest a time to speak to discuss on Monday- 6 th April",zcrm_480426000002181357,2026-04-03 11:57:00
68902508-bb23-4a05-9658-a7fcb77dc723,Sent msg .,zcrm_480426000002181357,2026-04-23 09:08:44
68902508-bb23-4a05-9658-a7fcb77dc723,His phone rinds and then gets into engaged mode . No Answer,zcrm_480426000002181357,2026-04-25 10:04:50
68902508-bb23-4a05-9658-a7fcb77dc723,Sent msg to connect,zcrm_480426000002181357,2026-04-25 10:06:21
68902508-bb23-4a05-9658-a7fcb77dc723,Sent msg on Sunday- 26 th April <br>Sent msg on 27 th April to check on EA'sContact details,zcrm_480426000002181357,2026-04-28 09:54:17
68902508-bb23-4a05-9658-a7fcb77dc723,Asked for time to speak today,zcrm_480426000002181357,2026-04-28 09:55:02
68902508-bb23-4a05-9658-a7fcb77dc723,Ringing and going on Engage Mode,zcrm_480426000002181357,2026-04-28 17:09:15
68902508-bb23-4a05-9658-a7fcb77dc723,sent msg for Payment Update,zcrm_480426000002181357,2026-04-29 17:03:40
68902508-bb23-4a05-9658-a7fcb77dc723,Called but after few rings it goes on Engage mode . Sent msg also,zcrm_480426000002181357,2026-04-30 09:36:41
68902508-bb23-4a05-9658-a7fcb77dc723,He messaged back being in US and that he will connect once back in India,zcrm_480426000002181357,2026-04-30 09:38:53
68902508-bb23-4a05-9658-a7fcb77dc723,He is back in India on 12 th May ..........To connect on 13 th May,zcrm_480426000002181357,2026-04-30 09:39:46
68902508-bb23-4a05-9658-a7fcb77dc723,12 th May - Sent him details on Porsche Drive and Everest Break fast. Asked him if we could connect ............<br>Asked him if he is back in India,zcrm_480426000002181357,2026-05-13 09:31:48
68902508-bb23-4a05-9658-a7fcb77dc723,Asked him a time to speak today,zcrm_480426000002181357,2026-05-13 09:32:22
68902508-bb23-4a05-9658-a7fcb77dc723,"No Response ......tried again , number busy . Sent all details",zcrm_480426000002188270,2026-03-31 12:17:22
68902508-bb23-4a05-9658-a7fcb77dc723,No Response to Calls,zcrm_480426000002188270,2026-03-31 14:14:49
68902508-bb23-4a05-9658-a7fcb77dc723,"He is a worker in Nagpur , not telling his name also. Sounding like a labour working in a very noisy area during conversation. TRASH Lead",zcrm_480426000002200200,2026-03-30 10:36:20
68902508-bb23-4a05-9658-a7fcb77dc723,No Answer Mob on voice msg . Sent details and request to connect back,zcrm_480426000002207120,2026-03-30 10:40:18
68902508-bb23-4a05-9658-a7fcb77dc723,"He called back , discussed in detail but he is Busy for another couple pf days so he suggested to connect later",zcrm_480426000002207120,2026-03-30 11:45:33
68902508-bb23-4a05-9658-a7fcb77dc723,3/04- He messaged to connect on 4 th April around 1.0 pm,zcrm_480426000002207120,2026-04-04 08:05:58
68902508-bb23-4a05-9658-a7fcb77dc723,He mentioned to connect today at 1.0 pm but there was no response and later there was a recorded message . Will try to connect next on 7 th April,zcrm_480426000002207120,2026-04-04 13:07:20
68902508-bb23-4a05-9658-a7fcb77dc723,"Called him , he did not understand , communication issue . He did not tell his name and city. He disconnected the call . Tried calling again 2 times but No Response<br>NOT TARGET",zcrm_480426000002207236,2026-03-30 15:11:14
68902508-bb23-4a05-9658-a7fcb77dc723,"He did not understand a word , had no idea , not telling name and city also. Poor communication in Hindi",zcrm_480426000002207236,2026-03-30 15:14:56
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke , she is an Architect . She was taking a Flight . Sending details . She will connect when she is free",zcrm_480426000002210120,2026-03-30 10:58:31
68902508-bb23-4a05-9658-a7fcb77dc723,Could not get connected yesterday as she was busy till late in her meeting . She replied to connect post 2.0 pm Today,zcrm_480426000002210120,2026-03-31 11:30:18
68902508-bb23-4a05-9658-a7fcb77dc723,Her mobile was busy. Sent a message to connect back,zcrm_480426000002210120,2026-04-02 15:50:34
68902508-bb23-4a05-9658-a7fcb77dc723,She called and had a detailed discussion . She has all the details but could not respond earlier as her Father got injured recently in Amritsar while visting Golden Temple so she was busy getting them back to Mumbai and for treatment .<br>She will give a call next week to discuss ............,zcrm_480426000002210120,2026-04-10 12:22:15
68902508-bb23-4a05-9658-a7fcb77dc723,She msgd asking for a few days time to get back ...............Awaiting her Response,zcrm_480426000002210120,2026-04-18 08:23:00
68902508-bb23-4a05-9658-a7fcb77dc723,Sent a msg to connect today or tomorrow.......awaiting response,zcrm_480426000002210120,2026-04-23 09:06:21
68902508-bb23-4a05-9658-a7fcb77dc723,,zcrm_480426000002210120,2026-04-29 16:58:58
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him in detail. He is 30 yrs working in some Service Industry , not disclosing Profession. But mentioned that he is a Centirion- Amex member . He is himself Not Interested but might give some references<br>NOT INTERESTED",zcrm_480426000002214275,2026-03-30 12:28:38
68902508-bb23-4a05-9658-a7fcb77dc723,"He is himself NOT INTERESTED , categorically said NO",zcrm_480426000002214275,2026-03-30 12:29:56
68902508-bb23-4a05-9658-a7fcb77dc723,Sent him All details,zcrm_480426000002214275,2026-03-30 12:31:29
68902508-bb23-4a05-9658-a7fcb77dc723,"Bharat Goel , he is from Delhi and is extremely busy over a couple of days . To send all details on his what app. He suggested we connect post 3 rd April<br><span><br></span>17 th April , Called him at 9.0 am  but it was too early for him. He suggested we connect post 11.0 am today regarding a Meeting in his Office as per his availability",zcrm_480426000002219156,2026-04-17 09:12:44
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him , he finds it Too Expensive and did not get time to check all details . He will go through details and if he is interested , he will call back. NOT TO CALL <br>Offered him a 6 Months Trial Offer also ...............Not Interested",zcrm_480426000002219156,2026-04-04 14:36:43
68902508-bb23-4a05-9658-a7fcb77dc723,Finding it too expensive . Will call back if interested . Not to be Called,zcrm_480426000002219156,2026-04-04 14:38:39
68902508-bb23-4a05-9658-a7fcb77dc723,,zcrm_480426000002219156,2026-04-04 16:54:38
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him at 9.05 am , which was too early for him. He suggested we connect on msg around 11.0 am to discuss on Time and Venue to meet as per his availability",zcrm_480426000002219156,2026-04-17 09:17:20
68902508-bb23-4a05-9658-a7fcb77dc723,22nd April . Requested for time to meet as I was in Delhi but he was leaving for Gurgaon around 3.30 pm . Will have to check with him on Friday for a meeting on Saturday around 11.0 am at Jhandewalan ...........,zcrm_480426000002219156,2026-04-23 08:18:37
68902508-bb23-4a05-9658-a7fcb77dc723,Discussions are on,zcrm_480426000002219156,2026-04-23 08:20:14
68902508-bb23-4a05-9658-a7fcb77dc723,He will confirm when to meet at Jhandewalan Office as he is busy travelling between Jhandewalan and Gurgaon. To connect post 12 th May to fix time to meet,zcrm_480426000002219156,2026-05-03 22:29:00
68902508-bb23-4a05-9658-a7fcb77dc723,12 th May . Sent him msg asking for Day and time to meet in his office in Delhi,zcrm_480426000002219156,2026-05-13 09:29:01
68902508-bb23-4a05-9658-a7fcb77dc723,Spoke briefly as he was in a meeting .He suggested to connect post 1.0 pm.,zcrm_480426000002219234,2026-04-01 09:46:09
68902508-bb23-4a05-9658-a7fcb77dc723,Tried calling at 1.30 pm but No Answer . Requested for a time to speak to discuss,zcrm_480426000002219234,2026-04-01 13:46:18
68902508-bb23-4a05-9658-a7fcb77dc723,"His mobile is always on Voice message recorder , sent him all details , requested him a couple of times for a time to speak But No Response",zcrm_480426000002219234,2026-04-02 15:44:34
68902508-bb23-4a05-9658-a7fcb77dc723,He mentioned that he does not have this kind of money to spend on Membership<br>NOT TARGET,zcrm_480426000002219234,2026-04-03 12:33:02
68902508-bb23-4a05-9658-a7fcb77dc723,"He had no idea , could not understand . Told him that sending all details for him to go through and if he finds relatable , he can connect<br>Not Target",zcrm_480426000002228159,2026-03-30 13:06:15
68902508-bb23-4a05-9658-a7fcb77dc723,"Has no idea , has not enquired . Not Target",zcrm_480426000002228159,2026-03-30 13:07:20
68902508-bb23-4a05-9658-a7fcb77dc723,"No Response , sent details and msg to connect",zcrm_480426000002228197,2026-03-30 11:25:05
68902508-bb23-4a05-9658-a7fcb77dc723,He would like to have a Collab . Passed on Syndia's Contact details as per discussion with Samson,zcrm_480426000002228197,2026-03-31 13:11:10
68902508-bb23-4a05-9658-a7fcb77dc723,No connect ..........recorded msg . Sent details,zcrm_480426000002230080,2026-03-30 12:43:19
68902508-bb23-4a05-9658-a7fcb77dc723,No Response . Sent details and msg to connect,zcrm_480426000002241040,2026-03-30 11:12:39
68902508-bb23-4a05-9658-a7fcb77dc723,Mob on voice msg . Sent details and msg to connect back,zcrm_480426000002241117,2026-03-30 11:41:43
68902508-bb23-4a05-9658-a7fcb77dc723,No Response . Sent more details and request for a time to connect,zcrm_480426000002241117,2026-04-02 15:38:37
68902508-bb23-4a05-9658-a7fcb77dc723,His mobile is busy .Message sent .He is chatting,zcrm_480426000002278002,2026-04-01 10:13:55
68902508-bb23-4a05-9658-a7fcb77dc723,"Had a word and discussion , wanted the details to be shared on whats app as he is 26 Years Bachelor , would discuss with Family and get back in a day or two .He will suggest when next to connect .",zcrm_480426000002283079,2026-04-01 14:56:16
68902508-bb23-4a05-9658-a7fcb77dc723,Spoke to him but he was busy and mentioned that he will get back on his own .....not wanted to be called regularly . May be on 3 rd or on 4 th to send some more details on whats app ...Not looking potential the way he discussed .Not to be Called,zcrm_480426000002283079,2026-04-02 14:50:18
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him , he is Not Interested as he will not be able to use since he is not into dining , events , luxury shopping , travelling , neither his Parents <br>He is young unmarried ,so may be in 2/3 years after his marriage might consider.<br>NOT INTERESTED as of now",zcrm_480426000002283079,2026-04-03 11:17:47
68902508-bb23-4a05-9658-a7fcb77dc723,Spoke and discussed but he was a bit busy so suggested we reconnect around 5.30 Pm Today,zcrm_480426000002321001,2026-04-01 12:58:34
68902508-bb23-4a05-9658-a7fcb77dc723,He messaged that he is travelling and that he will get back .,zcrm_480426000002321001,2026-04-02 15:47:35
68902508-bb23-4a05-9658-a7fcb77dc723,HICO Multifin Company. <br>He msgd being in Germany currently and will get back once back in Kolkata .............To await his response,zcrm_480426000002321001,2026-04-18 08:09:51
68902508-bb23-4a05-9658-a7fcb77dc723,Spoke but he was occupied and suggested to connect postb 5.0 pm,zcrm_480426000002321042,2026-04-01 15:04:56
68902508-bb23-4a05-9658-a7fcb77dc723,No response,zcrm_480426000002321042,2026-04-24 17:52:47
68902508-bb23-4a05-9658-a7fcb77dc723,"Sent him msg to connect since all details are with him  ..............If no revert by 28 th , will put it as Cold Lead",zcrm_480426000002321042,2026-04-24 17:53:37
68902508-bb23-4a05-9658-a7fcb77dc723,Tun Tun Tea Stall person,zcrm_480426000002333012,2026-04-02 12:07:47
68902508-bb23-4a05-9658-a7fcb77dc723,No Response to 2 Calls,zcrm_480426000002336008,2026-04-02 12:05:10
68902508-bb23-4a05-9658-a7fcb77dc723,No response to 2 calls . Sent more details and request to connect,zcrm_480426000002336008,2026-04-03 13:16:23
68902508-bb23-4a05-9658-a7fcb77dc723,No answer on calls,zcrm_480426000002336008,2026-04-28 12:47:51
68902508-bb23-4a05-9658-a7fcb77dc723,"Phone either not reachable , busy or Switched Off",zcrm_480426000002336008,2026-04-28 12:51:49
68902508-bb23-4a05-9658-a7fcb77dc723,Indulge Employee,zcrm_480426000002336065,2026-04-03 13:41:21
68902508-bb23-4a05-9658-a7fcb77dc723,"He is 16 years kid , was just browsing details . His friend wanted to check on details <br>Not Target",zcrm_480426000002340034,2026-04-03 13:53:24
68902508-bb23-4a05-9658-a7fcb77dc723,Sent intro msg along with time to speak today,zcrm_480426000002343078,2026-04-04 08:14:17
68902508-bb23-4a05-9658-a7fcb77dc723,Sent message at 5.11 pm for a connect over a call,zcrm_480426000002343078,2026-04-04 17:11:50
68902508-bb23-4a05-9658-a7fcb77dc723,No Response as the messages are on automated mode <br>Its a company number,zcrm_480426000002343078,2026-04-28 14:00:43
68902508-bb23-4a05-9658-a7fcb77dc723,No connect at all,zcrm_480426000002343078,2026-04-28 14:01:38
68902508-bb23-4a05-9658-a7fcb77dc723,"Tried calling a few times , No Connect",zcrm_480426000002362043,2026-04-28 13:50:14
68902508-bb23-4a05-9658-a7fcb77dc723,Mobile not reachable,zcrm_480426000002362043,2026-04-28 13:55:22
68902508-bb23-4a05-9658-a7fcb77dc723,Mobile Switched Off . Sent a msg,zcrm_480426000002362043,2026-04-28 13:55:54
68902508-bb23-4a05-9658-a7fcb77dc723,Sent hin a brief intro msg,zcrm_480426000002377046,2026-04-04 08:10:12
68902508-bb23-4a05-9658-a7fcb77dc723,He msgd back mentioning not being too sure as to how useful our services will be to him. Asked him for a time to discuss and then take a call accordingly,zcrm_480426000002377046,2026-04-18 08:13:10
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him , but he was busy in a meeting .<br><span><br></span>He will call back once free as per his convenience",zcrm_480426000002377046,2026-04-28 13:46:13
68902508-bb23-4a05-9658-a7fcb77dc723,"No Response , called twice",zcrm_480426000002379052,2026-04-02 11:55:19
68902508-bb23-4a05-9658-a7fcb77dc723,"He is a worker in Jahanabad, Patna in Bihar . He called back but has no idea how we got his details<br>Not Target",zcrm_480426000002379052,2026-04-02 17:44:41
68902508-bb23-4a05-9658-a7fcb77dc723,She was given all info . She will forward all details to her Boss and once he is back from his travel might arrange a call with him for his queries if any . Looks potential,zcrm_480426000002381076,2026-04-03 14:13:52
68902508-bb23-4a05-9658-a7fcb77dc723,Sent her more details for her reference so as to update her Boss accordingly on his return.,zcrm_480426000002381076,2026-04-04 13:43:59
68902508-bb23-4a05-9658-a7fcb77dc723,5 th April Sent her details,zcrm_480426000002381076,2026-04-28 13:31:02
68902508-bb23-4a05-9658-a7fcb77dc723,9 th April Sent her msg regarding update given to her Boss on our Concierge .She mentioned to get back after discussing with Boss,zcrm_480426000002381076,2026-04-28 13:32:22
68902508-bb23-4a05-9658-a7fcb77dc723,She is on leave for a whole week,zcrm_480426000002381076,2026-04-28 13:32:57
68902508-bb23-4a05-9658-a7fcb77dc723,No Answer . Sent a msg for an update and a time to speak,zcrm_480426000002381076,2026-04-28 13:35:32
68902508-bb23-4a05-9658-a7fcb77dc723,Sent her Mother's Day details.,zcrm_480426000002381076,2026-04-29 16:41:25
68902508-bb23-4a05-9658-a7fcb77dc723,Her mob is busy . Sent msg to connect on Month End Offers,zcrm_480426000002381076,2026-04-29 17:38:20
68902508-bb23-4a05-9658-a7fcb77dc723,Spoke to Kanchan . Briefly spoke as she mentioned that she will check with her Boss. Sent details to be shared with her Boss.<br>Was not sounding potential .,zcrm_480426000002384037,2026-04-03 12:29:27
68902508-bb23-4a05-9658-a7fcb77dc723,Tried calling a few times . Incoming Calls Barred,zcrm_480426000002384037,2026-04-28 13:28:36
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke briefly as he was busy , he suggested to connect post 4.15 pm today . Sending details",zcrm_480426000002389001,2026-04-02 11:21:42
68902508-bb23-4a05-9658-a7fcb77dc723,Ariyan is a lady  labour worker in KolkataMay be by mistake clicked somewhere .<br>TRASH LEAD,zcrm_480426000002393065,2026-04-03 09:12:33
68902508-bb23-4a05-9658-a7fcb77dc723,"No Answer , may be being an Advocate he might be in Court . Sent details and msg to request to connect post lunch hours",zcrm_480426000002394001,2026-04-02 10:09:36
68902508-bb23-4a05-9658-a7fcb77dc723,May be he did not answer being in Court . To try calling post lunch hours,zcrm_480426000002394001,2026-04-02 10:12:06
68902508-bb23-4a05-9658-a7fcb77dc723,"No answer , sent message and other details . Asked for a time to connect",zcrm_480426000002394001,2026-04-03 09:44:27
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke , he is an Advocate and has no idea , did not see the details shared since 2 nd April . He will check and may be he will connect on Sunday- 5 th April",zcrm_480426000002394001,2026-04-04 13:03:10
68902508-bb23-4a05-9658-a7fcb77dc723,He will call back on his own He is busy so not taking calls,zcrm_480426000002394001,2026-05-03 22:33:37
68902508-bb23-4a05-9658-a7fcb77dc723,Sunday - Sent Mother's Day details and asked time to speak this coming week,zcrm_480426000002394001,2026-05-03 22:34:12
68902508-bb23-4a05-9658-a7fcb77dc723,Mob on voice msg . To call again around 3.0 pm,zcrm_480426000002394045,2026-04-02 09:55:56
68902508-bb23-4a05-9658-a7fcb77dc723,No connect . To call and speak post Lunch hours,zcrm_480426000002394045,2026-04-02 09:56:42
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him ,he is 30 yrs Businessman into Manufacturing of Tablets and Powders . He wants all details to be share so that he can study and go through to understand .<br>He might call back tonight or tomorrow",zcrm_480426000002394045,2026-04-02 15:14:15
68902508-bb23-4a05-9658-a7fcb77dc723,He wants a small period offer . Told him to discuss on phone call tonight,zcrm_480426000002394045,2026-04-02 15:26:55
68902508-bb23-4a05-9658-a7fcb77dc723,17/04 Was busy,zcrm_480426000002394045,2026-04-24 17:34:19
68902508-bb23-4a05-9658-a7fcb77dc723,He mentioned to get back as he is a Busy person,zcrm_480426000002394045,2026-04-24 17:38:30
68902508-bb23-4a05-9658-a7fcb77dc723,No Answer . Sent a msg to connect,zcrm_480426000002394045,2026-04-28 12:42:13
68902508-bb23-4a05-9658-a7fcb77dc723,She is into Event Management and finds our Annual Membership too Expensive . Offered her 6 Months Trial Offer @ 2.50L plus GST to check . Sending details for her understanding on our services.<br>She is more interested into Collab for some Elderly People Medicare services . Not interested in Membership at all,zcrm_480426000002394089,2026-04-03 10:44:34
68902508-bb23-4a05-9658-a7fcb77dc723,Looking at Medical related Collab,zcrm_480426000002394089,2026-04-28 13:26:32
68902508-bb23-4a05-9658-a7fcb77dc723,"No Response , sent msg to connect at his preferred time along with details",zcrm_480426000002396001,2026-04-02 11:46:42
68902508-bb23-4a05-9658-a7fcb77dc723,"Spoke to him , does not look potential . He works as a Manger and is basically from Odisha . He will go through all details and will get back in a couple of days",zcrm_480426000002396001,2026-04-02 15:57:21
68902508-bb23-4a05-9658-a7fcb77dc723,He has no idea and was not disclosing his City and Profession .<br>Not Target lead,zcrm_480426000002399060,2026-04-02 19:16:26
68902508-bb23-4a05-9658-a7fcb77dc723,"Mob on voice recorded msg , sent msg to connect along with Intro",zcrm_480426000002400029,2026-04-03 09:04:30
68902508-bb23-4a05-9658-a7fcb77dc723,He called back and mentioned that he has not been able to check all details shared with him . He will call back after checking,zcrm_480426000002400029,2026-04-03 12:50:50
68902508-bb23-4a05-9658-a7fcb77dc723,Retired person,zcrm_480426000002400029,2026-04-28 12:38:39
68902508-bb23-4a05-9658-a7fcb77dc723,Call ringing and then engaged. Sent msg to connect along with intro msg.,zcrm_480426000002401019,2026-04-03 09:00:49
68902508-bb23-4a05-9658-a7fcb77dc723,4 th April . Sent details,zcrm_480426000002401019,2026-04-28 12:08:47
68902508-bb23-4a05-9658-a7fcb77dc723,No Answer on 6th April also,zcrm_480426000002401019,2026-04-28 12:10:13
68902508-bb23-4a05-9658-a7fcb77dc723,7 th April - Sent Antarctica details ......awaiting revert,zcrm_480426000002401019,2026-04-28 12:10:42
68902508-bb23-4a05-9658-a7fcb77dc723,No answer on 10 th April,zcrm_480426000002401019,2026-04-28 12:11:32
68902508-bb23-4a05-9658-a7fcb77dc723,15 th April  Mobile busy,zcrm_480426000002401019,2026-04-28 12:12:15
68902508-bb23-4a05-9658-a7fcb77dc723,"No answer , No response",zcrm_480426000002401019,2026-04-28 12:13:01
68902508-bb23-4a05-9658-a7fcb77dc723,He does not respond . Sent msg to connect at a suitable time to dicuss............awaiting response,zcrm_480426000002401019,2026-04-28 12:14:15
68902508-bb23-4a05-9658-a7fcb77dc723,Sent intro msg and asked for time to speak today,zcrm_480426000002402030,2026-04-04 08:37:24
68902508-bb23-4a05-9658-a7fcb77dc723,"No Answer , sent details and msg to connect back",zcrm_480426000002402030,2026-04-04 12:50:05
68902508-bb23-4a05-9658-a7fcb77dc723,No Answer,zcrm_480426000002402030,2026-04-04 12:53:31
68902508-bb23-4a05-9658-a7fcb77dc723,"He called back , heard details but till now did not see the details shared with him . He will check details and may call on Sunday- 5 th April or on 6 th April",zcrm_480426000002402030,2026-04-04 13:20:46
68902508-bb23-4a05-9658-a7fcb77dc723,Tried calling him twice and got to speak to him . He has still not checked the details shared . He needs time to check and may connect after a week or so .<br>Looked reluctant and not much interested to listen ............,zcrm_480426000002402030,2026-04-28 13:23:45
68902508-bb23-4a05-9658-a7fcb77dc723,No Response . Mob on voice recorded msg . NO WHATS APP number. Sent sms msg to connect,zcrm_480426000002405045,2026-04-03 08:40:46
68902508-bb23-4a05-9658-a7fcb77dc723,No Response . To try calling later. No whats app on this number,zcrm_480426000002405045,2026-04-03 08:42:20
